ID,Chapter,Title,Criteria,Related_Criteria,Explanation,Service
155,"知的財産権の侵害
第三者またはMetaの知的財産権を侵害するか、それに違反するコンテンツ。",ユーザーインターフェイスのスクリーンショット,"広告で使用するMetaブランドのユーザーインターフェイス(UI)は、最新のデザインと機能を正確に表現したものでなくてはいけません。現在の製品内またはUI上では起こりえない挙動が実際に起きるかのように表現した画像は認められません。
広告におけるUIの表現は、関連するデバイス(例: モバイルやデスクトップ)のコンテキスト内で、Metaブランドリソースセンターで認められたデザインで使用しなければなりません。UIに対して、特殊効果、改変、アニメーション、その他いかなる形の加工も施してはいけません。UIを構成する記号(特殊文字)や要素を切り離して単独で使用することもできません。",0,"ユーザーインターフェイスのスクリーンショット
広告で使用するMetaブランドのユーザーインターフェイス(UI)は、最新のデザインと機能を正確に表現したものでなくてはいけません。現在の製品内またはUI上では起こりえない挙動が実際に起きるかのように表現した画像は認められません。
広告におけるUIの表現は、関連するデバイス(例: モバイルやデスクトップ)のコンテキスト内で、Metaブランドリソースセンターで認められたデザインで使用しなければなりません。UIに対して、特殊効果、改変、アニメーション、その他いかなる形の加工も施してはいけません。UIを構成する記号(特殊文字)や要素を切り離して単独で使用することもできません。

概要
商品の動作が正確に反映されている限り、広告主はMetaユーザーインターフェースのスクリーンショットを含む広告を掲載できます。例えば描かれている動作や機能が現在の商品で実現できない場合は、広告に掲載することは許可されません。

ガイドライン
広告主は以下が行われた広告を掲載できません:

Meta製品の現在の特徴または機能を不正に描写すること
特殊効果、干渉、アニメーションの追加など、何らかの方法でユーザーインターフェースを変更すること
グリフ(特殊文字)またはユーザーインターフェースの要素を個別または別々に使用すること
広告主は次のような広告を掲載できます。

関連するデバイス(例: モバイルまたはデスクトップ)のコンテキスト内で、 Metaブランドリソースセンターで説明されたとおりに描写された当社のユーザーインターフェイスの特徴",meta
156,"社会問題、選挙または政治に関連する広告
社会問題、選挙または政治に関する見解を宣伝するコンテンツ。",社会問題、選挙または政治に関連する広告,広告主は、適用されるすべての法律を遵守し、Metaが定める認証プロセスに沿っている場合に限り、社会問題、選挙、または政治に関連する広告を掲載できます。Metaは、意見広告、選挙広告または政治広告を制限する場合があります。また、選挙に関連する一定のコンテンツは、現地法で禁じられている場合があり、一定の地域では投票前に削除される場合があります。詳しくはこちらをご覧ください。,0,"社会問題、選挙または政治に関連する広告
広告主は、適用されるすべての法律を遵守し、Metaが定める認証プロセスに沿っている場合に限り、社会問題、選挙、または政治に関連する広告を掲載できます。Metaは、意見広告、選挙広告または政治広告を制限する場合があります。また、選挙に関連する一定のコンテンツは、現地法で禁じられている場合があり、一定の地域では投票前に削除される場合があります。詳しくはこちらをご覧ください。

概要
本ポリシーは、透明性、説明責任および真正性を促進するものです。本ポリシーでは、公選・任命職員、公職立候補者、および社会問題に関連する広告、選挙広告または政治広告を含むコンテンツの広告主に対し、透明性を強化することを求めています。

ガイドライン
社会問題、選挙または政治に関連する広告を掲載する広告主は、広告主が特定の国に所在する場合、またはその広告のターゲットを特定の国の人々に設定する場合には、Metaが定める認証プロセスを完了する必要があります。ただし、Metaが認めたニュース配信社はこれを免除されます。このポリシーが適用されるのは、次のような広告です。

公職立候補者、政治家、政党、政治活動委員会、公職選挙の結果の支持者、またはそれらの代理人によって作成される広告。あるいは、そうした人物や団体を取り上げた広告
投票推進キャンペーンや選挙情報キャンペーンを含む、選挙、国民投票、住民投票に関する広告
広告が掲載されている地域における社会問題に関連する広告
政治広告として規制されている広告
条件は国によって異なります。

広告主は、これらの広告に関する認定済みの「PR」免責情報を含めて、Metaのテクノロジー全体での広告の掲載に対して責任を負う団体または個人を示す必要があります。この免責情報は制限対象です。

これらの広告を掲載する広告主は、所在地やターゲット設定に関わらず、また認証免除を受けた報道機関であるかどうかを問わず、適用されるすべての法律と規制を遵守する必要があります。これには次のことに関する条件などが含まれます。

免責情報、開示、広告ラベル
沈黙期間
外国からの干渉
上限予算と報告の要件
広告に免責情報が含まれておらず、そのコンテンツに社会問題、選挙または政治に関連するコンテンツが含まれていると弊社によって判断されると、その広告は広告の審査で非承認になります。広告がすでに掲載中である場合、自動システムによってフラグされるか、弊社のコミュニティによって報告される場合があります。免責情報が含まれていないため弊社のポリシーに違反すると判断されると、その広告は非承認になり、広告ライブラリに追加されます。

社会問題、選挙または政治に関連する広告が、以下を行うためにデジタルで作成または加工された、写実的な画像や動画または実際の音声のように聞こえる音声が含まれる場合、広告主はそれらを開示する必要があります。

実在の人物が、その人が実際にはしていない行動や発言をしているように描写すること。
現実的に見えるが実在していない人物、あるいは現実的に見えるが実際には起こらなかった出来事を描写すること、または実際に起きた出来事の映像を加工すること。
実際に起こったとされる現実的な出来事について、その出来事の実際の画像、動画または音声ではないものを使って描写すること。
弊社は、広告主が求められるとおりに開示していないと判断する場合、対象の広告を拒否します。また、開示を繰り返し怠った広告主にはペナルティが課される場合があります。

広告がワシントン州選出の国会議員や州議会議員、候補者、選挙、住民投票などに関するものである場合、ワシントン州内で、またはワシントン州をターゲットにして掲載することはできません。また、広告がシアトルの法律に関連している場合も、ワシントン州内での広告掲載やワシントン州をターゲットとした広告掲載はできません。

米国、ブラジル、インド、イスラエルおよび欧州連合(EU)加盟国では、投票を思いとどませる広告、または実施予定の選挙の正当性に異論を唱えるよう呼びかける広告は禁止されています。

社会問題、選挙または政治に関連する広告を掲載する方法についてはビジネスヘルプセンターをご覧ください。
facebook.com/idで本人確認プロセスを開始してください。
社会問題、選挙または政治に関連する広告の弊社の審査方法および広告テキストの例については、ビジネスヘルプセンターをご覧ください。",meta
157,"製品別およびフォーマット別のポリシー
フォーマット別の追加要件に関連付けられたコンテンツ。",機能しないランディングページ,広告で、機能しないランディングページ(リンク先)に利用者を誘導することはできません。これには、利用者をページから離れられなくするランディングページも含まれます。,0,,meta
158,"製品別およびフォーマット別のポリシー
フォーマット別の追加要件に関連付けられたコンテンツ。",動画広告,"動画広告やその他のダイナミック広告は、以下の広告規定やコミュニティ規定などに記載されているすべてのルールに準拠する必要があります。


邪魔なコンテンツ
動画広告やその他同様のタイプの広告では、画面の点滅など、過度に利用者の妨げになるような手段を用いることはできません。

娯楽に関する制限
映画の予告映像、テレビ番組、ビデオゲームの予告映像、その他同様のコンテンツは、Metaからの書面による事前許可がある場合にのみ認められ、広告のターゲットを18歳以上の利用者に設定する必要があります。これらの広告で、次のようなコンテンツを過剰に描写することはできません。

薬物やアルコールの摂取

成人向けコンテンツ

不適切表現

暴力や残虐行為",0,,meta
159,"製品別およびフォーマット別のポリシー
フォーマット別の追加要件に関連付けられたコンテンツ。",リード獲得広告,広告主は、弊社から書面による許可を事前に得ずに、リード獲得広告の質問で以下の種類の情報を求めてはいけません。,0,"1. アカウント番号
弊社から書面による許可を事前に得ずに、広告で、フリークエントフライヤー番号、ポイントカードの番号、ケーブルテレビや電話のアカウント番号など、アカウント番号の共有を求めることはできません。

2. 犯罪歴
弊社から書面による許可を事前に得ずに、広告で、犯罪歴や逮捕歴に関する情報の共有を求めることはできません。

許可されていないもの

利用者が犯罪で起訴されたことがあるか、または有罪判決を受けたことがあるかを尋ねるリード獲得広告のフォームのフィールド

3. 財務情報
弊社から書面による許可を事前に得ずに、広告で、銀行口座番号、銀行の支店コード、クレジットカードやデビットカードの番号、信用度の得点、収入、純資産額や負債額などの金融情報の共有を求めることはできません。

許可されていないもの

利用者が自己破産したことがあるかをたずねるリード獲得広告のフォームのフィールド

個人債務があるかどうかや債務額を尋ねるリード獲得広告のフォームのフィールド

利用者の経済状況を知ることができるような個人を特定できる情報をたずねるリード獲得広告のフォームのフィールド

4. 政府発行の識別情報
弊社から書面による許可を事前に得ずに、広告で、社会保障番号、パスポート番号、免許証番号など、政府発行の識別情報を求めることはできません。

5.健康情報
弊社から書面による許可を事前に得ずに、広告で、身体的な健康、精神的な健康、治療、病気の状態、障害などの健康情報の共有を求めることはできません。

許可されていないもの

利用者がうつ病や不安症などの精神疾患を経験したことがあるかをたずねるリード獲得広告のフォームのフィールド

車いすを使っているかなど、利用者の現在または過去の障害について尋ねるリード獲得広告のフォームのフィールド

6. 保険の情報
弊社から書面による許可を事前に得ずに、広告で、現在の保険証券番号などの保険情報の共有を求めることはできません。

許可されていないもの

利用者の保険会社の名前や詳細を尋ねるリード獲得広告のフォームのフィールド

利用者が保険に加入しているか、または特定の種類の保険をかけているかを尋ねるリード獲得広告のフォームのフィールド

7. 支持政党
広告で、支持政党に関する情報を求めることはできません。

許可されていないもの

今後の選挙や過去の選挙での投票行動について尋ねるリード獲得広告のフォームのフィールド

利用者が選挙の候補者を支持しているかを尋ねるリード獲得広告のフォームのフィールド

8. 人種や民族
弊社から書面による許可を事前に得ずに、広告で、人種や民族に関する情報の共有を求めることはできません。

許可されていないもの

利用者がアフリカ系アメリカ人、ヒスパニック、アジア系、白人のいずれに該当するかを尋ねるリード獲得広告のフォームのフィールド

9.宗教・信仰
弊社から書面による許可を事前に得ずに、広告で宗教や哲学的信条に関する情報の共有を求めることはできません。

許可されていないもの

利用者がキリスト教徒かどうかをたずねるリード獲得広告のフォームのフィールド

利用者が死刑に賛成しているかを尋ねるリード獲得広告のフォームのフィールド

10.性的指向
弊社から書面による許可を事前に得ずに、広告で、個人の性的指向に関する情報や、恋愛対象の性別などの性生活に関する情報の共有を求めることはできません。

許可されていないもの

利用者のセックス歴をたずねるリード獲得広告のフォームのフィールド

利用者がグループでの性行為や同性との性行為をしたことがあるかを尋ねるリード獲得広告のフォームのフィールド

11. 定型の質問
広告で、広告主が定型の質問を使用して求めることができるのと同じまたは実質的に類似した情報の共有を求めることはできません。

許可されていること

利用者の年齢をたずねるために既存の[生年月日]の定型の質問を使用すること

許可されていないもの

既存の定型の質問に含まれている質問をたずねるために作られた、新しいフォームのフィールド

12. 労働組合への参加状況
弊社から書面による許可を事前に得ずに、広告で、労働組合への参加状況に関する情報の共有を求めることはできません。

許可されていないもの

利用者が労働組合のメンバーかどうかや、どの組合に所属しているかをたずねるリード獲得広告のフォームのフィールド

13. ユーザーネームまたはパスワード
弊社から書面による許可を事前に得ずに、広告で、ユーザーネームやパスワードの共有を求めることはできません。既存のアカウントでも新規アカウントでも同様です。広告主は、自社のサイトやサービスでアカウント登録をするよう促す場合、広告を掲載する際に、広告の目的にウェブサイトへの誘導またはウェブサイトコンバージョンを使う必要があります。

許可されていないもの

リード獲得広告で、利用者にユーザーネームを作成してパスワードを設定するよう求めること",meta
160,"製品別およびフォーマット別のポリシー
フォーマット別の追加要件に関連付けられたコンテンツ。",ターゲット設定,"広告主は、利用者を差別、侮辱、挑発、攻撃する目的で、または略奪的な広告活動を行う目的でターゲット設定オプションを使用することはできません。

カスタムオーディエンスを広告のターゲットにする場合は、オーディエンス作成時に適用規約に準拠する必要があります。",0,,meta
161,"製品別およびフォーマット別のポリシー
フォーマット別の追加要件に関連付けられたコンテンツ。",関連度,"広告には、宣伝する会社、製品、サービス、ブランドが明記されている必要があります。

テキスト、画像、その他のメディアなど、広告の構成要素はすべて、宣伝する商品またはサービスに関連するものである必要があります。

広告で宣伝する商品およびサービスは、ランディングページで宣伝しているものと一致する必要があります。広告のパフォーマンスを高める広告品質に関するベストプラクティスについて、詳しくはこちらをご覧ください。",0,"Ad quality: What you should know
What is ad quality?
Our ad system is designed to maximise value for people and businesses. Higher quality ads perform better in the auction because we've designed the auction to help create higher quality experiences for people. Ad quality is determined from many sources, including feedback from people viewing or hiding the ad and assessments of low-quality attributes and practices.

Why does ad quality matter?
Your ad will perform better in the auction if it's higher quality. Ads with a lower quality ranking tend to cost more, which may reduce distribution of the ads and lead to fewer results.
In certain instances, if you repeatedly post policy-violating or lower-quality ads, our systems may start considering all ads from your Page, domain, ad account or other associated entities as lower quality. You can improve your ad performance by recognising instances of low-quality attributes and removing them from your ads or by ensuring that your Page, domain, ad account or other associated entities comply with our Advertising Standards. Over time, your ad performance should improve.

How do I determine my ad's quality?
You can measure the quality of your ad relative to other ads competing for the same audience by using quality ranking in ad relevance diagnostics. In certain instances, we'll send you a notification so you know when low-quality attributes are severely affecting the performance of your ads.

What are tips for improving the quality of my ads?
Do make sure that your ads and landing pages are relevant and useful to your target audience. You can find additional resources on advertising best practices in our Meta Business Help Centre, such as Tips to make your ads resonate, Best practices for cost-effective creative and Best practices to make your ad more engaging.
Do not use low-quality attributes in your ads and post-click experiences, including landing pages.
Do violations of the Meta Advertising Standards result in a lower quality ranking for my ad?
No. If we detect that an ad violates our Advertising Standards, we reject it.",meta
162,"製品別およびフォーマット別のポリシー
フォーマット別の追加要件に関連付けられたコンテンツ。",ブランドコンテンツ,ブランドコンテンツを宣伝する広告は、ブランドコンテンツツールを使用して、関連するサードパーティの製品、ブランド、ビジネスパートナーをタグ付けする必要があります。広告内のブランドコンテンツは、価値交換を目的に、クリエイターやパブリッシャーがビジネスパートナーを直接取り上げたコンテンツや、ビジネスパートナーの影響を受けたコンテンツと定義されます。ブランドコンテンツの統合を宣伝する場合、広告主はブランドコンテンツツールを使用する必要があります(取り上げたサードパーティ製品、ブランド、ビジネスパートナーにタグ付けする方法について、詳しくはこちらをご覧ください)。,0,"Post formats that can be branded content
You can use the branded content tag with the following post types and formats:

Photos
Videos
Links
Text
Live broadcasts
Carousels
Stories
Depending on your content type, you may need to follow policies other than the branded content policies.",meta
163,弊社のポリシーに違反する広告を却下する措置以外にも、弊社では、以下のポリシーに違反した場合には、広告主のビジネスアカウントまたはそのアセット(広告アカウント、ページ、ユーザーアカウントなど)を審査し、これらに対して広告の制限を課すなどの措置を講じています。広告アカウント、ユーザーアカウント、ページまたはビジネスアカウントが誤って制限されたと思われる場合は、アカウントのクオリティでその決定事項に対する審査をリクエストすることができます。,違反コンテンツ,広告主は、広告ポリシーに準拠する必要があります。広告アカウント、ページ、ユーザーアカウントまたはビジネスアカウントが弊社のポリシーに違反していることが判明した場合、違反の種類および重大度に応じて広告の制限が課される場合があります。,0,"違反しているコンテンツ
広告主は、広告ポリシーに準拠する必要があります。広告アカウント、ページ、ユーザーアカウントまたはビジネスアカウントが弊社のポリシーに違反していることが判明した場合、違反の種類および重大度に応じて広告の制限が課される場合があります。

概要
当社は、Metaのテクノロジーを利用する人々にとって安全な環境を維持したいと考えています。広告主が当社のポリシーに著しく、あるいは繰り返し違反する広告を掲載していることが判明した場合、当社は広告の拒否にとどまらず、広告の制限を適用できます。

ガイドライン
広告主は以下のことを行えません。

当社の広告ポリシーに著しく違反する
当社の広告ポリシーに繰り返し違反する",meta
164,弊社のポリシーに違反する広告を却下する措置以外にも、弊社では、以下のポリシーに違反した場合には、広告主のビジネスアカウントまたはそのアセット(広告アカウント、ページ、ユーザーアカウントなど)を審査し、これらに対して広告の制限を課すなどの措置を講じています。広告アカウント、ユーザーアカウント、ページまたはビジネスアカウントが誤って制限されたと思われる場合は、アカウントのクオリティでその決定事項に対する審査をリクエストすることができます。,措置の回避,広告主は、弊社の審査プロセスや施行措置を回避したり、回避しようとしたりすることはできません。広告アカウント、ページ、ユーザーアカウントまたはビジネスアカウントが弊社の審査プロセスや施行措置を回避していることが判明した場合、広告の制限が課される場合があります。,0,"規定の回避
広告主は、弊社の審査プロセスや施行措置を回避したり、回避しようとしたりすることはできません。広告アカウント、ページ、ユーザーアカウントまたはビジネスアカウントが弊社の審査プロセスや施行措置を回避していることが判明した場合、広告の制限が課される場合があります。

概要
当社のテクノロジーを利用する人々を保護するため、当社の審査システムおよび強制措置を回避する、または回避しようとする広告主に制限を設けています。

ガイドライン
広告主は以下のことを行えません。

当社の審査プロセスを回避するために、複数のビジネスアセットで同一または類似のポリシー違反の広告を作成し実行すること。
当社の審査プロセスを回避するために、複数のビジネスアセットで明確なビジネス目標を持たない広告を展開すること。
ポリシー違反でビジネスアセットを制限された後に、新しいビジネスアセットの作成を試みること。",meta
165,弊社のポリシーに違反する広告を却下する措置以外にも、弊社では、以下のポリシーに違反した場合には、広告主のビジネスアカウントまたはそのアセット(広告アカウント、ページ、ユーザーアカウントなど)を審査し、これらに対して広告の制限を課すなどの措置を講じています。広告アカウント、ユーザーアカウント、ページまたはビジネスアカウントが誤って制限されたと思われる場合は、アカウントのクオリティでその決定事項に対する審査をリクエストすることができます。,アカウントの真正性,広告主は、Metaのテクノロジーのさまざまな配置で広告を掲載するにあたり真正性の高いビジネスアセットを使用する必要があります。広告を掲載する目的で不正なユーザーアカウントや広告アカウント、ページ、ビジネスアカウントが使用されていることが判明した場合、広告の制限が課される場合があります。Metaは、Facebookのコミュニティ規定に従い、不正なユーザーアカウントを制限または削除する場合があります。,0,"アカウントの真正性
広告主は、Metaのテクノロジーのさまざまな配置で広告を掲載するにあたり真正性の高いビジネスアセットを使用する必要があります。広告を掲載する目的で不正なユーザーアカウントや広告アカウント、ページ、ビジネスアカウントが使用されていることが判明した場合、広告の制限が課される場合があります。Metaは、Facebookのコミュニティ規定に従い、不正なユーザーアカウントを制限または削除する場合があります。

概要
広告掲載企業に関する説明責任と透明性は、Metaの広告エコシステムの品質維持にとって重要であり、Metaでは人々と企業の間の信頼できるつながりをサポートしたいと考えています。そのため、Metaのテクノロジーで広告を掲載するには、真正なビジネスアセットを使用することが求められます。

ガイドライン
広告主は以下のことを行えません。

不正なユーザーアカウント、ページ、広告アカウント、またはビジネスアカウントを使用し、当社のテクノロジーで広告を掲載すること
不正なアセットに関連付けられるか接続されたビジネスアセットを管理すること(不正なユーザーによって設定された複数の広告アカウントをリンクしたビジネスアカウントなど)
スクリプトなどの不正な手段でビジネスアセットを作成または使用すること",meta
166,弊社のポリシーに違反する広告を却下する措置以外にも、弊社では、以下のポリシーに違反した場合には、広告主のビジネスアカウントまたはそのアセット(広告アカウント、ページ、ユーザーアカウントなど)を審査し、これらに対して広告の制限を課すなどの措置を講じています。広告アカウント、ユーザーアカウント、ページまたはビジネスアカウントが誤って制限されたと思われる場合は、アカウントのクオリティでその決定事項に対する審査をリクエストすることができます。,違反となるつながりや関連性,広告主は、他の不適切なビジネスアセットにつながっているビジネスアセットを管理したり、Metaがすでに削除したビジネスアセットと同様の行為を行ったりしてはいけません。これらの行為を行った広告主は、関連付けられた広告アカウント、ページ、ユーザーアカウントまたはビジネスアカウントに広告の制限が課される場合があります。,0,"ネットワークや団体の侵害
広告主は、他の不適切なビジネスアセットにつながっているビジネスアセットを管理したり、Metaがすでに削除したビジネスアセットと同様の行為を行ったりしてはいけません。これらの行為を行った広告主は、関連付けられた広告アカウント、ページ、ユーザーアカウントまたはビジネスアカウントに広告の制限が課される場合があります。

概要
コミュニティの安全を確保するため、Metaは関連するつながりも注視します。広告主が他の不正なビジネスアセットとつながりがあると判明した場合、さらなる不正を防止するために広告の制限を行うことがあります。

ガイドライン
広告主は以下のことを行えません:

他の違反したビジネスアセットに関連するビジネスアセットの管理
既に削除された他のビジネスアセットと類似した動作の表示",meta
167,データの使用に関する制限,データの使用に関する制限,Facebook広告またはInstagram広告から収集、受信、派生した広告データ(「Meta広告データ」という)を共有できる相手は、サービスプロバイダーなど、あなたの代理人として活動する第三者に限ります。あなたは、サービスプロバイダーが、Meta広告データや弊社から入手したデータを保護し、それらすべての情報の使用を制限し、機密扱いにして安全に保つことを保証する責任を負います。,0,,meta
168,データの使用に関する制限,データの使用に関する制限,Meta広告データは、集計または匿名ベース(Metaによる承認がない限り)で、Meta広告キャンペーンのパフォーマンスおよび有効性を評価することのみを目的に使用する場合を除き、いかなる目的にも使用することはできません(リターゲティング、複数の広告主のキャンペーンデータの合計、抱き合わせ、タグによるリダイレクトを含む)。,0,,meta
169,データの使用に関する制限,データの使用に関する制限,Meta広告データ(広告のターゲット条件を含む)を使用して、ユーザープロフィールを構築、追加、編集、影響、補強することはできません。これには、特定の利用者、ブラウザー、コンピューター、またはデバイスを識別する携帯機器の識別子やその他の固有の識別情報とプロフィールの関連付けが含まれます。,0,,meta
170,データの使用に関する制限,データの使用に関する制限,いかなるMeta広告データ(匿名、総計、派生データを含む)も、アドネットワーク、広告交換、データブローカー、その他広告また収益化に関連したサービスに譲渡してはなりません。,0,,meta
